Address,Balance,Transaction count,inEther,outEther,feeEther,inCall,outCall,Call count,,,,,
0x4ec254ad8a448b2773d816083efc5441a2fc8ea4,0,5,0.01,0.00075,0.00093,1,3,4,,,,,
0x476c88ed464efd251a8b18eb84785f7c46807873,0,2,0.00168,0.979832,0.020568,2,4,6,,,,,
0x3577496a436bc4e85842e8061a287d88b1e73523,0,6,1.0004,0.0088,0.0009,2,1,3,,,,,
0xa8480fdacaf3750a98816004e6f69fab63e16a58,0,2,0.0005,0.0001,0.00045,1,1,2,,,,,
0xd77b6f0aebac54fb80f7c0064abfb7114ad89478,0,3,0.001,0.00005,0.0012,18,12,30,,,,,
0x6eed3a9d19916ba5e21a8f7b4d60d6ca0965c974,0,30,0.001838,0.03685,0.120406,1,2,3,,,,,
0xa577fb8290e2844166811157ee91325d5e2dc942,0,2,0.001,0.000998,0.00084,1,1,2,,,,,
0xacfe3715c960634708de52f68268d4b8e3bdb926,0,2,0.157256,0.000042,0.000958,1,3,4,,,,,
0x11dcdd111e4ef4982bdca1b33a4cfa45bad6cfcd,0,6,0.0003,0.058934,0.001166,3,1,4,,,,,
0x3cf80350821bfc6734d343c229354fe6985311d1,0,17,0.0601,0.000032,0.000296,2,3,5,,,,,
0x1c4d4ebd8e440a1a7565f0e9f45412e9a22636d8,0,7,0.000175,0.000185,0.000158,8,9,17,,,,,
0x53dd34efa388135cc7ea3bcb069d426c25bf76cc,0,7,0.000329,0.000018,0.000415,1,5,6,,,,,
0xca7b487ef7e9e78a0462d1870c4bd75de321f32a,0,11,0.0006,0.000082,0.000218,4,3,7,,,,,
0x053229e7866226d8ffb0e6ee916d9a11b806c678,0,4,0.003688,0.010927,0.001009,5,6,11,,,,,
0x86b1b106aeac5c5d2b16f9596755811cf976f34e,0,6,0.018579,0.005719,0.01286,18,18,36,,,,,
0xff73c2953ad86d47ea826d7d806a695eedef8e34,0,37,0.013677,0.000114,0.00275,3,3,6,,,,,
0x438ca190209a8e7c14a92198c575eae3f92152d0,0,8,0.0002,0.002679,0.000086,2,6,8,,,,,
0xa1cfdd607bba6c347c35b8e952eae2f9dbb85ff3,0,1,0.002253,0.000171,0.002082,3,4,7,,,,,
0x6a87bfd9876bdbc2ab8e9ad19bf8692dee529e2d,0,3,0.000038,0.000004,0.000034,1,2,3,,,,,
0xfd75328746e9b8b521718a4a9451458609b88e1f,0,1,0,0,0,0,1,1,,,,,
0x4422cdae0a300b8c8d77990dfd72eacda0cc3a1d,0,7,0.003681,0.000215,0.003466,4,4,8,,,,,
0xcba1a6cc0e5af4d791d400b511067970a332f301,0,8,0,0.014618,0.013684,7,7,14,,,,,
0xa5cec5e029b482c4ed0d307ced9e33a108d931b3,0,14,0.029973,0.001848,0.000122,0,3,3,,,,,
0x4884abe82470adf54f4e19fa39712384c05112be,0,8,0.000147,0,0,4,1,5,,,,,
0xd000dd27df253a8be92a8c7ec1cc3709639589fd,0,4,0.003088,0.016288,0.00124,4,4,8,,,,,
0x0877d255b2366631bcee2815f97c503b01c94ec2,0,8,0.017033,0.000025,0.002415,1,4,5,,,,,
0xa160cf7d931bb481e3612ef664b69f76ac3e9547,0,4,0.000534,0.000042,0.000492,0,3,3,,,,,
0xc267e5a8a40472ef7a0c1965ec9cfcf816beaf15,0,1,0,0,0,1,1,2,,,,,
0x6d9b2ac68fe550a683fd1916285ffc5c6cd58cfe,0,11,0.049029,0.000004,0.000036,1,2,3,,,,,
0xc35a661ad1d7f08de3058f6facd3b6e516b8d275,0,1,0.00004,0.047617,0.001412,1,6,7,,,,,
0x25e51bf1c5e263abedec72f44b420373cf520c4b,0,3,0,0,0,5,1,6,,,,,
0xa6d4af0cd340509dd72b6616d361a3e644f79594,0,4,0.0001,0,0.00009,0,1,1,,,,,
0xd2b91583f13aa8c6c09e4046c6351ab282993f14,0,3,0,0,0,1,2,3,,,,,
0x2d03dc285632412031e9181a3067cdd0430f3e07,0,1,0,0.00001,0,1,2,3,,,,,
0xabe234ab2e92f44ed492796e7361f9f82db46b17,0,5,0,0.000042,0.000058,0,1,1,,,,,
0x35016bcb2a4598c9fcefae1043ddb19f06524c83,0,1,0.0001,0,0,0,1,1,,,,,
0x6a0c4e0eeefecfb6ad565c5ece7c05b7e80e6482,0,1,0.000053,0,0,0,4,4,,,,,
0x8396023743893c3b953bd6fe642504e08bea8d07,0,3,0,0.000005,0.000048,0,1,1,,,,,
0x44e94ac657af2b1152703c594603259a76c98036,0,1,0,0,0,1,1,2,,,,,
0x426bf7afe5b43973e851b58e783175e6a5abc508,0,1,0,0,0,0,2,2,,,,,
0x3f154911be52d918c0a2458fcc3721545d551226,0,1,0,0,0,0,1,1,,,,,
0x31b0b41cd0a732a3c0bd0339bf027a8f538ad42b,0,1,0,0,0,0,1,1,,,,,
0xce674aa1ed05766a3f131b35a97aa704e110a718,0,1,0,1.168068,0,0,1,1,,,,,
0xc6760979fa788bdedf7fe04ef64166325c6a5816,0,1,0,0,0,0,1,1,,,,,
0x30a87229974ff09df024966e86cf9002fb964e1f,0,8,1.485,0,0.000082,4,4,8,,,,,
0xc3b4e92c76f5e765aa4b6697c6c67fb9cf854c3f,0,2,0.00016,0.000009,0.316932,1,4,5,,,,,
0xaf1435509aa6ab5afa7f8939d2c006373ea0253d,0,6,0.000091,0.000022,0.000138,2,1,3,,,,,
0x84600d2da52425ea7fccf2a0fdc583142c744fd5,0,2,0.003413,0.000649,0.002765,1,1,2,,,,,
0x8b272d3af3a1ca603dd3843b595349e8e1780c69,0,3,0.0037,0.001352,0.037981,54,54,108,,,,,
0xfbc71c06ae0ab48c35ff2cd5022061b9925a9fd8,0,109,0.0351,0.025932,0.002348,1,2,3,,,,,
0x005158060b9c038a5d2655683a0a731304613142,0,4,0.063914,0.000007,0.034885,2,2,4,,,,,
0x152762597ae2935a3c0ab97493a5df4eaaed7d92,0,21,0.303,0.000215,0.132687,34,28,62,,,,,
0x9513abf99ac49b454f60b6f031934e8ee488761e,0,3,0.167559,0.170313,0.101192,8,13,21,,,,,
0x62d283fe6939c01fc88f02c6d2c9a547cc3e2656,0,3,0.000073,0.066368,0.000065,1,2,3,,,,,
0x0133c412a088b7ac0419d695d56c722fcf1e5d56,0,62,0.000729,0.000021,0.000708,1,2,3,,,,,
0x971a7adfe0a4803eb2e47667b0da0757d800be77,0,14,0.026042,0.000075,0.009087,6,7,13,,,,,
0x6571727886ac41e5af7bdcbc97f1f93a854d4a9b,0,2,0.002133,0.016955,0.000525,1,1,2,,,,,
0x3183ade12d4946475d9740dd132c4ca1061b9eea,0,25,0.052002,0.019815,0.000355,2,14,16,,,,,
0xcf03dd0a894ef79cb5b601a43c4b25e3ae4c67ed,0,7,0.051374,0.001779,0.031559,15,5,20,,,,,
0x57079d5ca461b0021bf873ae0f9a9c71bdaa5d51,0,31,0.0006,0.109624,0.051265,6,16,22,,,,,
0xcb93cc31fcb3293c116359f0cf06d044639f24cd,0,14,0.246719,0.0001,0.137095,1,8,9,,,,,
0xb15438b716ec79744675adbf9a78d752aad2c288,0,183,0.001,0.000738,0.914576,91,1,92,,,,,
0x5b622726024fa192c00ed9ab24fc2b268cad1dba,0,2,0.05,1.785664,0.0009,1,92,93,,,,,
0xa093a1b185c88c20318aa8a511b13207d0a5e930,0,11,2.70024,0.044,0.030655,5,5,10,,,,,
0x4a82cba19d2d34baeafeae760cd781c979daa206,0,2,0.0462,0.015545,0.006,8,1,9,,,,,
0x3154e8eba434ae5dde939a55bb9e61b24d6a673b,0,18,0.00061,0.22548,0.05452,1,10,11,,,,,
0x9273adb9d708676b739d3d227080233d56133fa3,0,3,0.000002,0,0.000002,2,2,4,,,,,
0xd36cece2a88965e1ea7a998d9bb1d561f4e72e3d,0,2,0.28,0.000061,0.000549,1,1,2,,,,,
0x9a475dbe1c6d2b2431da28abc2e0a0be146d2007,0,5,0.001243,0.000085,0.001159,1,3,4,,,,,
0x16d8152ac33e29c22c3a9cde88ff95967cdfe2ca,0,6,0.014013,0.011598,0.001008,11,3,14,,,,,
0xaf645ab37ef0306bf5a09eb4c7499a3de8750358,0,2,0.01711,0.016102,0.002415,3,1,4,,,,,
0xdc2e3049b812960aaf8f94eceff98fd192102aa3,0,10,0.00599,0.002562,0.003428,5,5,10,,,,,
0x196f7b5097706d2afd1f9bdf62c63c7070a815c8,0,7,0.001608,0.000069,0,4,4,8,,,,,
0x6621b6e2f2f380e60da69784aba076cc84a99182,0,7,0,0.009377,0.001539,0,3,3,,,,,
0xb98feabb0cb4ac2f862bf2f137306472094bbbe6,0,2,0.011078,0,0.001701,3,1,4,,,,,
0xc0452777b014b6ec8a8856762413839db2184da2,0,1,0.122414,0,0.000154,0,1,1,,,,,
0x55288148dcead66c5bb9fe41de83266dfc20f59c,0,4,0.002945,0.073915,0.048499,2,2,4,,,,,
0xa4c31c48b7cdf439bb17007c68cc66285340b3cd,0,2,0.000171,0.000017,0,5,2,7,,,,,
0xaa73824e623e702c8f8c5e9ae74c205aab1e7cc2,0,10,0.069508,0.000845,0.0021,1,27,28,,,,,
0x4b576b43a5456d4b1a8cc3904774a66483132b76,0,54,0.007982,0.005599,0.036947,26,5,31,,,,,
0x22f620168e1f50a3b6653f622cfca6f404de7fc4,0,20,0.01625,0.032561,0.002382,10,10,20,,,,,
0x291d89e18b158615aaf52f6a6e6bafac7bea1e2c,0,2,0.0008,0.248463,0.016179,1,2,3,,,,,
0x4b246c3d081f812fbce2fecf478d7073d1e500f1,0,4,0.001116,0.000071,0.001015,1,15,16,,,,,
0x4165af02bdd007febc93b3b275084e60b4d3493e,0,29,0.0001,0.000209,0.271386,14,3,17,,,,,
0xd373fb4f5758a1e2a8453da4ea958f50a18b7baf,0,4,0.519849,0.0001,0.000591,1,1,2,,,,,
0x1f6199797c522d9f91a010a2c81af88d3879225a,0,2,0.0048,0.000009,0.000091,2,1,3,,,,,
0x6b7c9088db1966b4823258c726149659ca817b41,0,2,0.0005,0.000045,0.000252,1,7,8,,,,,
0x64209195292521305abd09ac5c07c018fb72ba13,0,12,0.04016,0.003952,0.000455,3,5,8,,,,,
0x8a31b1a4f8d3578c47f1be9eae97afa32886b560,0,2,0.011026,0.029326,0.010834,5,1,6,,,,,
0x4e412d8755743e7f0e2a0fd4a226d05d7124cf75,0,5,0.343728,0.000851,0.000848,2,1,3,,,,,
0xd619d274192c030adff80ffd42b15d3026654c59,0,7,0.001103,0.307923,0.035805,5,3,8,,,,,
0x08a469664214673bd5c3bf49a876b8e2e7866559,0,11,0,0.008632,0.002394,1,6,7,,,,,
0xdb6048950852b31a61cd3c7f4e410bc148716352,0,6,0.0001,0.000057,0.000043,1,4,5,,,,,
0x6b8d934debbdbdc61272881d06c684312cb751ab,0,19,0.23,0.185901,0.044099,7,11,18,,,,,
0xcc70ebfad958bf8dffb010090fe1e9e5f5e75762,0,6,0.001,0.000536,0.001784,2,6,8,,,,,
0x47dcd6a7366c217f0f980825f5d5ed25693e4dd9,0,18,0.002,0.000435,0.000565,3,3,6,,,,,
0xcc79ab2339fa81547f8ee5885cf68ac010f85485,0,15,0.00215,0.000216,0.000565,1,4,5,,,,,
0xe38cba9e73b06e39c457b639297e05becc21d104,0,15,0.0014,0.000435,0.001614,1,4,5,,,,,
0x3dd271936092477d97ed90d7b2c3fe7bb8b6f9fe,0,4,0.001,0.000435,0.000565,1,4,5,,,,,
0x31ec187ca3f6d89d07557abf7e93825c4ee0c0b2,0,6,0.001,0.000973,0.000427,2,4,6,,,,,
0x2d142540f55022414bcf34328e70c23841cb60dc,0,15,0.001,0.000435,0.001225,1,4,5,,,,,
0x420874dc4f2abb9f4dea890061aa08bf006233b3,0,4,0.0014,0.000175,0.000565,2,4,6,,,,,
0xa431ac259555f0e5be8bd76f669b9a09db1ceb4c,0,10,0.0003,0.000085,0.000215,1,3,4,,,,,
0x6fbcad684bb2a8257b5cc2d306cb73d8d893afb9,0,6,0,0,0,0,1,1,,,,,
0x37fc98f95392d1a684150e941b1dd445320bb262,0,1,0.001,0,0,0,1,1,,,,,
0x502580c917c66ab2649bdcce5efee607b3de4c00,0,1,0,0.00002,0,0,2,2,,,,,
0xf3090b1b93787a65bac242b273974362e27b9b74,0,1,0,0.000001,0.00211,5,1,6,,,,,
0xd62924c2cc1a1e0d588627c2504341f620396985,0,3,0,0,0,1,3,4,,,,,
0xea1e734fc741bb1f484e43cbbd6b7d888d3b6dd8,0,1,0,0,0.000999,0,2,2,,,,,
0xc0808bda432f14af87a4c50d400d76e0836fe790,0,1,0.00213,0,0,0,1,1,,,,,
0x2cbff61d1c9822dd7d410d5fabf1dbed78687387,0,1,0,0,0,0,1,1,,,,,
0xb2dd3c2e212d10e2ee17a1bd766e4ecffc7727f7,0,2,0,0,0,0,1,1,,,,,
0xe374073e26de758a8fdefe6613160cf5e3b90c29,0,1,0,0.000104,0.000104,0,2,2,,,,,
0x4aba4d06eb6b198bae67dd864a5ce2366f89b1fc,0,4,0.007945,0.000077,0,1,1,2,,,,,
0xa88c4b64eafadad686be0a124caa712f40ac5048,0,2,0,0,0,2,2,4,,,,,
0x85d44c674d3a2500e79e8eb7383d3bf5613d653e,0,2,0.000208,0,0.007868,0,1,1,,,,,
0x81a2200f7c376d63b21afdfa813980910080198a,0,17,0.1,0.05,0.053809,1,1,2,,,,,
0x3e0163b82ea83678e0a25dd4950ed18a4bd8785c,0,14,0,0.196191,0.002919,7,6,13,,,,,
0x4406f1cc88b7e623e6e0b240a181233e6af3fb99,0,2,0.00311,0.000191,0.05,8,2,10,,,,,
0x29b90495cae0dcac38d70902180835a06af7f569,0,2,0.25,0,0,0,10,10,,,,,
0x7253ee121f11a9d7a3f05c790bdbe7da5ea9cbce,0,13,0,0,0.000432,1,1,2,,,,,
0x753fd58108458a479d15b223985e715d3f3865c4,0,1,0.00048,0.000048,0,0,2,2,,,,,
0xe556e442bf757c2dd593ae9c891a3690e37049dd,0,1,0,0,0,0,1,1,,,,,
0x64580e025217cb3addcb731dca08b94b872caa64,0,1,0.002971,0,0.001279,0,3,3,,,,,
0x4a75adc04b6c8c41ea45b90001f1ee1d379f71b3,0,13,0.0003,0.000216,0,1,2,3,,,,,
0xc241bee2109da8fb626396bfb227d7021a87d033,0,6,0,0.001692,0.000084,3,1,4,,,,,
0x69399699409b2ad03437db31a5de854c84d26559,0,15,0.216279,0,0.00042,1,3,4,,,,,
0x03b34cf6b00ba21df74caa5290d927b0cfbb2161,0,4,0.012022,0.001241,0.011213,6,11,17,,,,,
0xd02006dc4211f57b11b0609929f761b1324c1e00,0,23,0.001661,0.204456,0,0,9,9,,,,,
0x7a260d2fc42b0e93d8ded09ec4855e808f3316b3,0,98,0.24,0.000376,0.035544,12,3,15,,,,,
0xd6b0f4213bd46169fef562df08736ba54227b163,0,3,0,0.000809,0.165289,2,45,47,,,,,
0x75291220fcf74bd741a085342c706de6f139d845,0,2,0.00108,0.000144,0.000042,53,1,54,,,,,
0x3c68238d49a0e4d50e2ab6f32e4428641fa77533,0,5,0.000418,0.05099,0.000936,1,3,4,,,,,
0xfdbb626a98a1915ec157dc323104f30d72644166,0,15,0.24,0.186996,0.053004,6,9,15,,,,,
0x7b1afe2745533d852d6fd5a677f14c074210d896,0,17,0.006933,0.002375,0.004558,8,9,17,,,,,
0xd98de539a11a7bf90b4aa7a634877205efbd3e71,0,5,0.00015,0.00001,0.00014,2,2,4,,,,,
0x9932f404cc4980a06d5ce47b134e2f3f55eb4f24,0,4,1.13027,0.000209,0.470092,5,2,7,,,,,
0xabc9567e615728003b19731e602d550e935009cf,0,10,0.002335,0.000234,0.002102,2,1,3,,,,,
0xf8bd9ede84f1ba06de13d96004e869b477a9978d,0,2,0.005677,0.004207,0.000209,1,5,6,,,,,
0xef83ababd9597b20ccead7ede0716a62dd074208,0,3,0.00019,0.000022,0.00147,1,2,3,,,,,
0x013873970b5a0bd454ec8ec499f2343bc586d375,0,7,0.0001,0.660178,0,1,2,3,,,,,
0x3c698bced271f1eef47b2975bcb11f632c74542b,0,3,0.000418,0,0.000168,0,2,2,,,,,
0x84b2635805181be361f992aa74723428b35fd21c,0,3,0,0.000009,0.000091,1,7,8,,,,,
0x4c636a08fdf3692a9bca111e8a7f4a0e28eb4457,0,152,0,0,0.004418,2,15,17,,,,,
0xe943120b5d643c86e063a4698204b8445041e427,0,852,0,0.003344,0,0,9,9,,,,,
0x659e4a3726275edfd125f52338ece0d54d15bd99,0,883,0.007762,0,0,0,5,5,,,,,
0x1b720e9614130c8c65e77361a8e357e0507b0071,0,254,0,0,0,0,10,10,,,,,
0x987175338fe58f2f8689e84d1b46803a6283541f,0,824,0,0.001631,0,0,5,5,,,,,
0x5e899621b5d7772daa188348e01a270757b7e168,0,953,0.0026,0,0.000969,1,6,7,,,,,
0x2012300c7b3c2f58210276b4a6a574ad9dc0e9e8,0,759,0,0,0,0,11,11,,,,,
0x8cae194e377669096b0fde8ea461ae0c971c06e1,0,"1,264",0.0052,0.001335,0.003865,2,9,11,,,,,
0xc78848db9873426bcba758eaa1719d840291187c,0,"1,359",0.000145,0,0,0,10,10,,,,,
0xdc5b20847f43d67928f49cd4f85d696b5a7617b5,0,"1,339",0,0.000014,0.00013,1,10,11,,,,,
0x897df33a7b3c62ade01e22c13d48f98124b4480f,0,"1,479",0,0,0,0,4,4,,,,,
0x05c987b34c6ef74e0c7e69c6e641120c24164c2d,0,"1,504",0,0,0,0,3,3,,,,,
0xeaa3d29d76aff97e8a5a2154094a1e81bf86a2f5,0,"1,980",0,0,0,0,3,3,,,,,
0x6ae98f3ee3481e63f6780ad3a2bac8d41da51e3e,0,"1,351",0,0,0,0,5,5,,,,,
0x0bce1570456728c17f90c1f7d5fc361f12b38e97,0,"1,082",0,0,0,0,3,3,,,,,
0x83a40d1f350989a33f6cb9e35eae42d11094ea21,0,"1,206",0,0,0,0,5,5,,,,,
0xc2116448b94d4cc5d108b5067374177551925860,0,"1,100",0,1.52893,0.001323,8,13,21,,,,,
0xd8929e03013aaeddcbe6a79a4fab5c93f037fd28,0,992,0.015,0.000145,0,0,4,4,,,,,
0xc04ded008939290c8cdc2f3c2c082c8073da9d0c,0,553,0,0,0.014855,2,8,10,,,,,
0x5d946d964d9072882293ea399f5defd42018f525,0,542,1.530253,0,0,0,4,4,,,,,
0xee77c906cb89284cf701b10ffeedaf1131fdc9ce,0,526,0,0,0.00083,0,4,4,,,,,
0xc1007a1a941b744a8cc24fe5f3d28c9e0571609a,0,480,0.001,0,0,0,2,2,,,,,
0x65d39b68b516d96ae3d8772fb09e1322b639e8ac,0,352,0,0,0,0,5,5,,,,,
0x88b3cab112c61bdf7b3c0be6f8f818fc5ffeaa2d,0,3,0,0.00017,0,1,4,5,,,,,
0x7b2419e0ee0bd034f7bf24874c12512acac6e21c,0,9,0.030162,0.005721,0.02444,12,13,25,,,,,
0xa23a95888cdc08e3828eb2a47bb739a3d1205d86,0,4,0.00015,0.024286,0.011476,20,41,61,,,,,
0xd7aeff7bcc87989e05b6a759788ac0b6556a1edb,0,280,0,0.000026,0.000124,1,4,5,,,,,
0x35a131507ca0ec662c41407d84192fa5c08e9d49,0,25,0,0,0,0,3,3,,,,,
0x3021b1a8bb7d73d0afaa3537040efab630db2958,0,2,0,0,0.002205,0,3,3,,,,,
0x3ec798d8367abf6461b6bbb5e5d5bd28662d12ae,0,5,0.003,0,0,0,1,1,,,,,
0x27fa7fbcf3b35cff412856d26dd0bb46f13c730d,0,5,0.035762,0,0,0,3,3,,,,,
0x95a5406c34067d1dcff24b7babe8497d06796715,0,4,0,0.000795,0,0,3,3,,,,,
0x9fb3a1f6d9fffaad7ac0b5826e7ff53233d90f2c,0,5,0,0,0,1,3,4,,,,,
0x41d8001868fa9619b2091556503829bc42626981,0,5,0,0,0,0,3,3,,,,,
0xc6c3e83cfc68e954b754d5246c7e740f594ba2b1,0,4,0,0,0,0,3,3,,,,,
0xb1eeee7ba616f7d57e29fa9260ca265641b441d6,0,4,0,0,0,0,3,3,,,,,
0xb457cb4f732d428c4170a74f1e2880652f37d530,0,4,0,0,0,0,3,3,,,,,
0xd7e8db89835ec176b360da3ea9611b84018eae8c,0,2,0,0,0,0,2,2,,,,,
0xca00cf7575860e531482469e0c4c7ed6ec30607b,0,1,0,0,0,0,1,1,,,,,
0x17e8da3ec5f5bbeb08cd9b02905352f13693ce73,0,1,0,0,0,0,1,1,,,,,
0x76e5ac22e82787d74f5f11ab65700febe1b70557,0,4,0,0,0,0,4,4,,,,,
0x53b9e91fe848b58595658b4740e704ba730ac680,0,3,0,0,0,0,3,3,,,,,
0x75c9da4fa2946c69f29c815a71b74aed8e666cf5,0,9,0,0,0,0,1,1,,,,,
0xe48270552550a0cb46f6594a4f0b8b7ea87164e5,0,5,0,0,0.000044,0,8,8,,,,,
0xb9f726610ba98653c9a1b94fca0250a58c944f9a,0,1,0,0,0,0,5,5,,,,,
0xd88be820031ec43bd840585517e6a8ea08814d70,0,3,0,0,0,1,3,4,,,,,
0xf0a22159372c72c90ee8c1e1b31e079d6c7e080b,0,3,0,0,0,0,3,3,,,,,
0x383df63c4ac4caa513cf34f9b2ed215632a3398a,0,3,0.000044,0,0,0,3,3,,,,,
0xc77c9569664592ef0f3aeff1a558cb9ed6f308ee,0,3,0,0,0,0,3,3,,,,,
0x713e4fc91e620ec3cda567ed8d960a20e509c636,0,3,0,0,0,0,3,3,,,,,
0x72e790375f5aabfc331b3c67998a7f27029d44a8,0,2,0,0,0,0,2,2,,,,,
0x4eddcc069d0e316e8fc8437512140bb7229d1c66,0,1,0,0,0,0,1,1,,,,,
0xf8c4d53cba3f46f62678416e6caf3b75c5cc43ba,0,1,0,0,0,0,4,4,,,,,
0x8edf34a087a603b983a70729189d8cf70729d95e,0,4,0,0,0,0,1,1,,,,,
0xf4b63b78490dc44c37dd3b60d90a1838f99d39d3,0,1,0,0,0,0,1,1,,,,,
0xb57f7a67f69edcc92754332c61edef90662283c5,0,1,0,0,0,0,1,1,,,,,
0x7070059a621c34b93ba6acc8cc63a8f873ce9c25,0,1,0,0,0,0,1,1,,,,,
0x04fe48f8fad46caf8c268dfb5b5fe7e50e42ba5a,0,1,0,0,0,0,1,1,,,,,
0x9f2218d53a94ff958ef71166243ad10c4c462987,0,12,0.0048,0.001034,0.003766,0,2,2,,,,,
0xbd4c5e0aefef604707e83910b9a61874bc165709,0,2,0,0,0,0,8,8,,,,,
0x04f83dad8169e39a3166711f1d88da8ac9cf2815,0,2,0,0,0,0,2,2,,,,,
0x2b973b430c123ec8cc3f58f54c9a623c0f8307da,0,2,0,0,0,4,2,6,,,,,
0xcc65e2739a5a3a0990d3a3cdcb3e1990357fb088,0,92,0,0,0,0,2,2,,,,,
0xcf4d23ce2e5d60ce2f4904bc871ef002defbf950,0,280,0,0,0,0,50,50,,,,,
0x6f549f678640ee2f05e4621fa0cc3a0293e941cc,0,2,0,0,0,0,154,154,,,,,
0x1e9205c4bb5ef82dcea8cbd53745d53e28d66d05,0,300,0,0,0,0,143,143,,,,,
0xada238b3df2618e3eb887e5a160149060c69ec3d,0,"1,730",0,0,0,0,869,869,,,,,
0x59b4729eebcdf6af25f2f656f677b85f8b55d03c,0,"2,671",0,0,0,0,"1,340",1340,,,,,
0xb00780e6bc078530b0fc8f4015d7bcd92a38a32c,0,"4,544",0,0,0,0,"2,280",2280,,,,,
0x98a2f441cc5c4e194df462a24f050d4e69649b17,0,"2,942",0,0,0,0,"1,475",1475,,,,,
0xddc891845e6bb8fd169234c8c2df4a12003fc214,0,"4,572",0,0,0,0,"2,290",2290,,,,,
0x11d16b24d6662c6ee83feecd8078dfb4f245537a,0,"4,893",0,0,0,0,"2,453",2453,,,,,
0x9d0b232ea37266ddae2d6299fb971583cd88a86a,0,"4,496",0,0,0,0,"2,253",2253,,,,,
0x4532990ad56fc3e6e8cc7696fff71de4d285574c,0,"4,488",0.002652,0,0.002394,0,"2,248",2248,,,,,
0xbfadc8b8497d4db8abf422abc7814a90e29f6e08,0,"4,471",0,0.000258,0,2,"2,240",2242,,,,,
0x0c25ebf319661eb4e3e54431c5e31eeb4aad3d5d,0,"4,068",0,0,0,0,"2,038",2038,,,,,
0x466c7baad703e68ac956c1a52e1159b5c79e17a9,0,"3,711",0,0,0,0,"1,857",1857,,,,,
0x28bd24353a9e30ac0e01a0a537974e127d568c1c,0,"1,940",0,0,0,0,971,971,,,,,
0x9f8a043a8c4ad0f966a0540d8b9f2a48da8e5162,0,"2,998",0,0.000032,0,0,"1,501",1501,,,,,
0x4c2f3e86453bb1d6b1d435b7c7048e11019271cd,0,"1,549",0,0,0,0,773,773,,,,,
0x951638e001d4301e4a4b2b8a60e204a376b6fc7c,0,717,0,0,0,0,358,358,,,,,
0xfefd413f3aaea07109438e64bfe39d7f291befcd,0,594,0.000168,0,0.000136,0,13,13,,,,,
0x00e20c2646ea92f0163c2089b6a17538c0569e77,0,6,0,0,0,1,4,5,,,,,
0xf69bbdd3c3ec9b65593a410e15e8dec0ffc84fd6,0,29,0,0,0,0,5,5,,,,,
0xf094b669db88446c1bb0d69b6b9aff0ef51f879b,0,9,0,0,0,0,296,296,,,,,
0x76dfd60fbbc00a3438d74c2162de9f884cc6f274,0,9,0,0,0,0,3,3,,,,,
0xcd712b11440bcb5b828e66bd8a91e83d2e5e080a,0,9,0,0,0,0,3,3,,,,,
0x7f1deb7cfaaa7b19e14eeacb67ca207888d252a8,0,9,0,0.000394,0,0,2,2,,,,,
0x69394fc5c54a5fd6e7d2589fa9c53beb15927440,0,4,0,0,0,0,3,3,,,,,
0xd5b1d14c25ac479f1037e0a934d30bf04c562496,0,5,0,0,0.003206,2,8,10,,,,,
0x3744e21aced56c2cd0785ebbbd96e72c3811e851,0,15,0,0,0,0,2,2,,,,,
0x7db02aa70aec90a62dbf44afa9aec85a0f86cae6,0,7,0.0036,0,0,0,5,5,,,,,
0x6088b4ea9cfae3adcf644b30fb45676230518858,0,7,0,0,0,0,4,4,,,,,
0xb58d785f59651984a92cff9c08f67d4aecec4aa9,0,4,0,0,0,0,3,3,,,,,
0x68def96db3745af676c2cb5a2ef439f55aa5f4ad,0,5,0,0,0,0,5,5,,,,,
0xb864d841ebc6050eb254239cc05aa85bea57274a,0,3,0,0,0,0,3,3,,,,,
0x2ee75b99b38995ba1948db601535dba3e3018f28,0,7,0,0,0,0,3,3,,,,,
0x437171625ba41c5a3ee73c5bb2c3465949346373,0,4,0,0,0,0,5,5,,,,,
0x56379f79b67a2f741e105bbfebd4c439ea0a8fae,0,6,0,0,0,0,5,5,,,,,
0x11c1c2233e228b4e63dc4d1a136f4d229ea22901,0,5,0,0,0,0,4,4,,,,,
0xcc366bd4cf41c93dc5c3731cd6c8f3826e6aee6f,0,6,0,0,0,0,7,7,,,,,
0x00e153c0874c3fad75c2265d3b627e3cedc1fa3b,0,231,0,0,0,0,4,4,,,,,
0x1da1d3d4429b2d13abdc146bffedb27aedbba3b1,0,345,0,0,0,0,6,6,,,,,
0xdccf2a1bed113293fcda5ee27c098cb094d737b0,0,"1,221",0,0,0,0,12,12,,,,,
0x6eaedb0dc8de301811cd270f0376babfed64c148,0,"1,200",0,0,0,0,11,11,,,,,
0x362dcef7babadb3d23861796f76672b38b719a54,0,458,0,0,0,0,5,5,,,,,
0xdfcff13d88dc94f75416c0efec56f7c7e991f3e4,0,"1,303",0,0,0,0,8,8,,,,,
0x2b96b008f4a57caae31ead7404a77a4215b1ae9e,0,"1,220",0,0,0,0,7,7,,,,,
0x1e89b3e34b278c85f6586f4c2ede74126a5ae752,0,"1,259",0,0,0,0,6,6,,,,,
0x06967c2221507d9236f8065d6166acbdda37f998,0,"1,306",0,0,0,0,7,7,,,,,
0x015b90bb95bf6daf4d75669c35c646dd32f6d11e,0,"1,247",0,0,0,0,5,5,,,,,
